census_t_1,quarter,year.x,total,econ_crime,violent_crime,drug_crime,no_units,pop,crime_rate,stock_units,adj_population,crime_rate_adj
17031010500,4,2003,148,114,10,20,0,8826,16.7686381146612,0,8826,16.7686381146612
17031010500,1,2004,127,99,11,17,0,8826,14.3893043281215,0,8826,14.3893043281215
17031010500,2,2004,179,120,4,16,0,8826,20.2809879900295,0,8826,20.2809879900295
17031010500,3,2004,183,120,11,29,0,8826,20.7341944255608,0,8826,20.7341944255608
17031010500,4,2004,137,105,7,24,0,8826,15.5223204169499,0,8826,15.5223204169499
17031010500,1,2005,139,101,10,24,0,8826,15.7489236347156,0,8826,15.7489236347156
17031010500,2,2005,156,111,6,30,0,8826,17.675050985724,0,8826,17.675050985724
17031010500,3,2005,175,120,11,37,0,8826,19.8277815544981,0,8826,19.8277815544981
17031010500,4,2005,151,109,14,28,0,8826,17.1085429413098,0,8826,17.1085429413098
17031010500,1,2006,138,93,5,30,0,8826,15.6356220258328,0,8826,15.6356220258328
17031010500,2,2006,133,90,10,33,0,8826,15.0691139814185,0,8826,15.0691139814185
17031010500,3,2006,180,120,13,34,0,8826,20.3942895989123,0,8826,20.3942895989123
17031010500,4,2006,141,101,11,29,0,8826,15.9755268524813,0,8826,15.9755268524813
17031010500,1,2007,145,89,11,43,0,8826,16.4287332880127,0,8826,16.4287332880127
17031010500,2,2007,146,106,7,25,0,8826,16.5420348968955,0,8826,16.5420348968955
17031010500,3,2007,156,110,8,30,0,8826,17.675050985724,0,8826,17.675050985724
17031010500,4,2007,103,74,6,23,0,8826,11.6700657149332,0,8826,11.6700657149332
17031010500,1,2008,106,73,8,25,0,8826,12.0099705415817,0,8826,12.0099705415817
17031010500,2,2008,108,78,14,16,0,8826,12.2365737593474,0,8826,12.2365737593474
17031010500,3,2008,132,111,6,15,0,8826,14.9558123725357,0,8826,14.9558123725357
17031010500,4,2008,125,97,8,20,0,8826,14.1627011103558,0,8826,14.1627011103558
17031010500,1,2009,101,79,4,18,0,8826,11.4434624971675,0,8826,11.4434624971675
17031010500,2,2009,109,82,8,19,0,8826,12.3498753682302,0,8826,12.3498753682302
17031010500,3,2009,155,117,13,17,0,8826,17.5617493768412,0,8826,17.5617493768412
17031010500,4,2009,105,79,7,19,0,8826,11.8966689326988,0,8826,11.8966689326988
17031010500,1,2010,103,78,4,21,0,8826,11.6700657149332,0,8826,11.6700657149332
17031010500,2,2010,111,94,7,8,0,8826,12.5764785859959,0,8826,12.5764785859959
17031010500,3,2010,120,98,6,16,0,8826,13.5961930659415,0,8826,13.5961930659415
17031010500,4,2010,121,94,7,18,0,8826,13.7094946748244,0,8826,13.7094946748244
17031010600,1,1999,131,94,9,28,0,7178,18.2502089718585,0,7178,18.2502089718585
17031010600,2,1999,160,85,18,50,0,7178,22.2903315686821,0,7178,22.2903315686821
17031010600,3,1999,143,100,18,25,0,7178,19.9219838395096,0,7178,19.9219838395096
17031010600,4,1999,149,105,10,26,0,7178,20.7578712733352,0,7178,20.7578712733352
17031010600,1,2000,166,109,13,43,0,7178,23.1262190025077,0,7178,23.1262190025077
17031010600,2,2000,148,94,17,34,0,7178,20.6185567010309,0,7178,20.6185567010309
17031010600,3,2000,162,90,15,57,0,7178,22.5689607132906,0,7178,22.5689607132906
17031010600,4,2000,136,86,13,37,0,7178,18.9467818333798,0,7178,18.9467818333798
17031010600,1,2001,123,55,14,53,0,7178,17.1356923934244,0,7178,17.1356923934244
17031010600,2,2001,137,101,14,22,0,7178,19.086096405684,0,7178,19.086096405684
17031010600,3,2001,156,104,11,40,0,7178,21.733073279465,0,7178,21.733073279465
17031010600,4,2001,143,96,10,37,0,7178,19.9219838395096,0,7178,19.9219838395096
17031010600,1,2002,137,66,16,55,0,7178,19.086096405684,0,7178,19.086096405684
17031010600,2,2002,138,84,8,46,0,7178,19.2254109779883,0,7178,19.2254109779883
17031010600,3,2002,129,85,3,41,0,7178,17.9715798272499,0,7178,17.9715798272499
17031010600,4,2002,133,91,7,35,0,7178,18.528838116467,0,7178,18.528838116467
17031010600,1,2003,117,73,6,38,0,7178,16.2998049595988,0,7178,16.2998049595988
17031010600,2,2003,139,87,7,43,0,7178,19.3647255502926,0,7178,19.3647255502926
17031010600,3,2003,113,79,4,30,0,7178,15.7425466703817,0,7178,15.7425466703817
17031010600,4,2003,115,66,8,41,0,7178,16.0211758149902,0,7178,16.0211758149902
17031010600,1,2004,86,57,6,23,0,7178,11.9810532181666,0,7178,11.9810532181666
17031010600,2,2004,129,95,6,28,0,7178,17.9715798272499,0,7178,17.9715798272499
17031010600,3,2004,149,101,11,37,0,7178,20.7578712733352,0,7178,20.7578712733352
17031010600,4,2004,101,66,2,33,0,7178,14.0707718027306,0,7178,14.0707718027306
17031010600,1,2005,95,49,8,38,0,7178,13.234884368905,0,7178,13.234884368905
17031010600,2,2005,83,64,5,14,0,7178,11.5631095012538,0,7178,11.5631095012538
17031010600,3,2005,109,74,5,30,0,7178,15.1852883811647,0,7178,15.1852883811647
17031010600,4,2005,108,70,6,32,0,7178,15.0459738088604,0,7178,15.0459738088604
17031010600,1,2006,105,73,7,25,0,7178,14.6280300919476,0,7178,14.6280300919476
17031010600,2,2006,80,47,11,22,0,7178,11.145165784341,0,7178,11.145165784341
17031010600,3,2006,110,73,10,27,0,7178,15.3246029534689,0,7178,15.3246029534689
17031010600,4,2006,77,57,3,17,0,7178,10.7272220674283,0,7178,10.7272220674283
17031010600,1,2007,73,41,5,27,0,7178,10.1699637782112,0,7178,10.1699637782112
17031010600,2,2007,98,63,3,32,0,7178,13.6528280858178,0,7178,13.6528280858178
17031010600,3,2007,118,83,10,25,0,7178,16.439119531903,0,7178,16.439119531903
17031010600,4,2007,83,54,6,23,0,7178,11.5631095012538,0,7178,11.5631095012538
17031010600,1,2008,60,33,4,23,0,7178,8.35887433825578,0,7178,8.35887433825578
17031010600,2,2008,82,56,4,22,0,7178,11.4237949289496,0,7178,11.4237949289496
17031010600,3,2008,122,92,2,28,0,7178,16.9963778211201,0,7178,16.9963778211201
17031010600,4,2008,77,59,2,16,0,7178,10.7272220674283,0,7178,10.7272220674283
17031010600,1,2009,71,50,3,18,0,7178,9.89133463360267,0,7178,9.89133463360267
17031010600,2,2009,81,58,4,19,0,7178,11.2844803566453,0,7178,11.2844803566453
17031010600,3,2009,71,51,6,14,0,7178,9.89133463360267,0,7178,9.89133463360267
17031010600,4,2009,70,53,3,14,0,7178,9.75202006129841,0,7178,9.75202006129841
17031010600,1,2010,64,47,3,14,0,7178,8.91613262747283,0,7178,8.91613262747283
17031010600,2,2010,80,66,7,7,0,7178,11.145165784341,0,7178,11.145165784341
17031010600,3,2010,75,61,7,7,0,7178,10.4485929228197,0,7178,10.4485929228197
