monthofyear,year,tractce10,total,econ_crime,violent_crime,drug_crime
9,2008,221300,17,16,1,1
10,2008,221300,31,29,2,2
11,2008,221300,17,14,3,4
12,2008,221300,19,19,0,0
1,2009,221300,11,11,0,2
2,2009,221300,12,10,2,3
3,2009,221300,14,14,0,2
4,2009,221300,13,11,2,4
5,2009,221300,27,22,5,0
6,2009,221300,19,18,1,2
7,2009,221300,24,21,3,0
8,2009,221300,11,9,2,3
9,2009,221300,14,13,1,2
10,2009,221300,9,9,0,1
11,2009,221300,11,11,0,2
12,2009,221300,19,17,2,1
1,2010,221300,21,19,2,0
2,2010,221300,10,9,1,1
3,2010,221300,13,13,0,1
4,2010,221300,15,14,1,2
5,2010,221300,17,14,3,3
6,2010,221300,17,16,1,1
7,2010,221300,20,18,2,2
8,2010,221300,11,10,1,2
9,2010,221300,21,20,1,1
10,2010,221300,8,7,1,1
11,2010,221300,15,15,0,3
12,2010,221300,25,23,2,0
1,2011,221300,14,14,0,1
2,2011,221300,9,9,0,0
1,1999,221400,17,17,0,1
2,1999,221400,18,17,1,0
3,1999,221400,31,28,3,1
4,1999,221400,14,12,2,3
5,1999,221400,26,23,3,2
6,1999,221400,22,20,2,0
7,1999,221400,23,17,6,4
8,1999,221400,30,28,2,1
9,1999,221400,21,17,4,8
10,1999,221400,30,25,5,4
11,1999,221400,12,7,5,1
12,1999,221400,17,13,4,1
1,2000,221400,14,12,2,5
2,2000,221400,12,9,3,5
3,2000,221400,19,16,3,4
4,2000,221400,19,18,1,3
5,2000,221400,31,25,6,1
6,2000,221400,24,20,4,6
7,2000,221400,32,28,4,10
8,2000,221400,29,28,1,3
9,2000,221400,43,38,5,6
10,2000,221400,25,24,1,4
11,2000,221400,28,26,2,0
12,2000,221400,25,24,1,1
1,2001,221400,36,35,1,3
2,2001,221400,24,23,1,0
3,2001,221400,28,28,0,1
4,2001,221400,40,32,8,1
5,2001,221400,31,27,4,0
6,2001,221400,19,19,0,0
7,2001,221400,20,19,1,1
8,2001,221400,21,21,0,1
9,2001,221400,23,23,0,0
10,2001,221400,20,17,3,1
11,2001,221400,30,29,1,0
12,2001,221400,26,25,1,4
1,2002,221400,29,28,1,1
2,2002,221400,17,16,1,2
3,2002,221400,21,19,2,1
4,2002,221400,18,12,6,0
5,2002,221400,25,24,1,0
6,2002,221400,21,17,4,0
7,2002,221400,27,23,4,1
8,2002,221400,29,22,7,0
9,2002,221400,40,37,3,2
10,2002,221400,26,26,0,0
11,2002,221400,27,25,2,0
12,2002,221400,20,17,3,2
1,2003,221400,15,15,0,1
2,2003,221400,18,15,3,11
3,2003,221400,15,14,1,2
4,2003,221400,16,15,1,2
5,2003,221400,22,19,3,0
6,2003,221400,18,15,3,1
7,2003,221400,29,25,4,3
8,2003,221400,33,30,3,6
9,2003,221400,15,15,0,0
10,2003,221400,43,39,4,3
11,2003,221400,24,22,2,7
12,2003,221400,17,17,0,2
1,2004,221400,19,19,0,4
2,2004,221400,18,18,0,2
3,2004,221400,17,16,1,0
4,2004,221400,26,25,1,3
5,2004,221400,15,12,3,1
6,2004,221400,16,16,0,8
7,2004,221400,21,19,2,1
8,2004,221400,39,35,4,1
9,2004,221400,22,19,3,2
10,2004,221400,37,32,5,1
11,2004,221400,22,21,1,1
12,2004,221400,16,16,0,0
1,2005,221400,24,22,2,3
2,2005,221400,22,21,1,0
3,2005,221400,20,19,1,0
4,2005,221400,31,29,2,1
5,2005,221400,22,20,2,0
6,2005,221400,23,22,1,0
7,2005,221400,26,24,2,2
8,2005,221400,9,9,0,1
9,2005,221400,24,22,2,2
10,2005,221400,15,15,0,0
11,2005,221400,22,21,1,2
12,2005,221400,16,15,1,3
1,2006,221400,16,14,2,1
2,2006,221400,15,14,1,5
3,2006,221400,15,13,2,0
4,2006,221400,11,11,0,0
5,2006,221400,21,19,2,8
6,2006,221400,21,18,3,3
7,2006,221400,31,30,1,3
8,2006,221400,21,20,1,1
9,2006,221400,18,15,3,0
10,2006,221400,22,20,2,2
11,2006,221400,26,25,1,1
12,2006,221400,15,15,0,0
1,2007,221400,15,14,1,0
2,2007,221400,8,8,0,0
3,2007,221400,9,9,0,3
4,2007,221400,12,12,0,2
5,2007,221400,11,11,0,2
6,2007,221400,12,11,1,0
7,2007,221400,15,14,1,0
8,2007,221400,14,13,1,1
9,2007,221400,21,19,2,1
10,2007,221400,30,27,3,0
11,2007,221400,18,18,0,0
12,2007,221400,23,21,2,2
1,2008,221400,19,17,2,2
2,2008,221400,10,9,1,2
3,2008,221400,22,22,0,0
4,2008,221400,22,22,0,2
5,2008,221400,28,25,3,0
6,2008,221400,12,11,1,1
7,2008,221400,11,9,2,1
8,2008,221400,10,10,0,2
9,2008,221400,13,12,1,1
10,2008,221400,19,17,2,4
11,2008,221400,18,16,2,1
12,2008,221400,11,10,1,0
1,2009,221400,14,11,3,2
2,2009,221400,7,6,1,0
3,2009,221400,12,10,2,1
4,2009,221400,16,14,2,4
5,2009,221400,17,17,0,1
6,2009,221400,25,21,4,0
7,2009,221400,24,22,2,4
8,2009,221400,15,14,1,1
9,2009,221400,13,13,0,1
10,2009,221400,17,17,0,0
11,2009,221400,17,17,0,1
12,2009,221400,12,11,1,0
1,2010,221400,17,16,1,2
2,2010,221400,12,12,0,0
3,2010,221400,15,15,0,4
4,2010,221400,15,14,1,1
5,2010,221400,17,17,0,2
6,2010,221400,10,6,4,6
7,2010,221400,19,18,1,2
8,2010,221400,19,17,2,5
9,2010,221400,26,26,0,1
10,2010,221400,34,33,1,2
11,2010,221400,23,22,1,0
12,2010,221400,10,10,0,3
1,2011,221400,14,12,2,0
2,2011,221400,18,18,0,1
1,1999,221500,33,31,2,5
2,1999,221500,30,28,2,6
3,1999,221500,31,24,7,2
4,1999,221500,18,16,2,5
5,1999,221500,29,27,2,6
6,1999,221500,38,33,5,5
7,1999,221500,29,29,0,5
8,1999,221500,29,28,1,6
9,1999,221500,35,25,10,1
10,1999,221500,32,31,1,5
11,1999,221500,40,34,6,4
12,1999,221500,30,28,2,3
1,2000,221500,45,37,8,2
2,2000,221500,28,25,3,4
3,2000,221500,28,25,3,4
4,2000,221500,34,32,2,3
5,2000,221500,38,33,5,1
6,2000,221500,42,35,7,2
7,2000,221500,46,39,7,1
8,2000,221500,69,61,8,0
9,2000,221500,43,38,5,4
10,2000,221500,40,34,6,1
11,2000,221500,38,33,5,1
12,2000,221500,35,33,2,2
1,2001,221500,36,35,1,2
2,2001,221500,32,27,5,0
3,2001,221500,33,30,3,0
4,2001,221500,46,42,4,3
5,2001,221500,31,28,3,2
6,2001,221500,27,24,3,1
7,2001,221500,41,38,3,5
8,2001,221500,35,32,3,1
9,2001,221500,45,40,5,2
10,2001,221500,43,42,1,4
11,2001,221500,45,42,3,0
12,2001,221500,34,29,5,1
1,2002,221500,29,25,4,2
2,2002,221500,25,23,2,2
3,2002,221500,26,23,3,2
4,2002,221500,18,16,2,1
5,2002,221500,21,18,3,1
6,2002,221500,39,35,4,2
7,2002,221500,34,29,5,1
8,2002,221500,32,30,2,1
9,2002,221500,36,31,5,4
10,2002,221500,38,36,2,2
11,2002,221500,22,21,1,1
12,2002,221500,27,24,3,1
1,2003,221500,25,23,2,1
2,2003,221500,23,23,0,5
3,2003,221500,22,22,0,4
4,2003,221500,26,24,2,5
5,2003,221500,18,15,3,2
6,2003,221500,23,19,4,4
7,2003,221500,35,34,1,0
8,2003,221500,23,21,2,1
9,2003,221500,25,19,6,1
10,2003,221500,34,32,2,1
11,2003,221500,27,22,5,3
12,2003,221500,24,19,5,2
1,2004,221500,30,30,0,6
2,2004,221500,19,18,1,0
3,2004,221500,28,24,4,2
4,2004,221500,22,18,4,2
5,2004,221500,26,25,1,1
6,2004,221500,19,18,1,1
7,2004,221500,36,33,3,1
8,2004,221500,26,24,2,6
9,2004,221500,29,26,3,4
10,2004,221500,36,34,2,1
11,2004,221500,26,23,3,3
12,2004,221500,27,25,2,8
1,2005,221500,22,19,3,5
2,2005,221500,21,21,0,1
3,2005,221500,24,22,2,0
4,2005,221500,27,24,3,3
5,2005,221500,30,29,1,3
6,2005,221500,26,24,2,1
7,2005,221500,28,23,5,0
8,2005,221500,24,23,1,3
9,2005,221500,19,17,2,1
10,2005,221500,20,20,0,0
11,2005,221500,22,19,3,5
12,2005,221500,21,20,1,0
1,2006,221500,33,29,4,2
2,2006,221500,11,10,1,5
3,2006,221500,15,14,1,3
4,2006,221500,16,15,1,0
5,2006,221500,24,22,2,4
6,2006,221500,26,21,5,1
7,2006,221500,29,25,4,2
8,2006,221500,20,18,2,3
9,2006,221500,27,24,3,4
10,2006,221500,16,15,1,7
11,2006,221500,17,17,0,1
12,2006,221500,18,17,1,1
1,2007,221500,16,15,1,1
2,2007,221500,19,17,2,2
3,2007,221500,22,19,3,3
4,2007,221500,14,12,2,1
5,2007,221500,11,10,1,4
6,2007,221500,20,17,3,0
7,2007,221500,16,13,3,3
8,2007,221500,16,14,2,2
9,2007,221500,29,27,2,4
10,2007,221500,18,16,2,3
11,2007,221500,25,23,2,2
12,2007,221500,21,20,1,0
1,2008,221500,16,16,0,2
2,2008,221500,22,22,0,0
3,2008,221500,23,23,0,4
4,2008,221500,11,10,1,0
5,2008,221500,25,21,4,1
6,2008,221500,21,18,3,0
7,2008,221500,31,25,6,0
8,2008,221500,19,14,5,1
9,2008,221500,22,20,2,1
10,2008,221500,21,18,3,3
11,2008,221500,15,13,2,1
12,2008,221500,14,14,0,2
1,2009,221500,10,10,0,0
2,2009,221500,8,7,1,3
3,2009,221500,12,7,5,2
4,2009,221500,15,15,0,0
5,2009,221500,20,16,4,1
6,2009,221500,13,12,1,2
7,2009,221500,26,26,0,6
8,2009,221500,25,21,4,2
9,2009,221500,27,21,6,3
10,2009,221500,19,17,2,0
11,2009,221500,20,18,2,0
12,2009,221500,18,17,1,1
1,2010,221500,26,23,3,1
2,2010,221500,21,21,0,0
3,2010,221500,19,15,4,2
4,2010,221500,11,10,1,1
5,2010,221500,15,14,1,0
6,2010,221500,25,21,4,0
7,2010,221500,14,10,4,1
8,2010,221500,11,9,2,0
9,2010,221500,15,13,2,2
10,2010,221500,23,20,3,1
11,2010,221500,24,24,0,2
12,2010,221500,24,22,2,0
1,2011,221500,13,12,1,0
2,2011,221500,18,16,2,1
1,1999,221600,11,11,0,1
2,1999,221600,18,18,0,5
3,1999,221600,16,16,0,1
4,1999,221600,11,10,1,4
5,1999,221600,16,15,1,1
6,1999,221600,24,23,1,0
7,1999,221600,26,24,2,1
8,1999,221600,28,24,4,0
9,1999,221600,25,22,3,0
10,1999,221600,17,16,1,2
11,1999,221600,16,14,2,0
12,1999,221600,16,12,4,1
1,2000,221600,17,15,2,0
2,2000,221600,7,7,0,1
3,2000,221600,20,20,0,0
4,2000,221600,23,20,3,0
5,2000,221600,25,25,0,1
6,2000,221600,23,22,1,0
7,2000,221600,37,35,2,0
8,2000,221600,48,47,1,1
9,2000,221600,33,32,1,1
10,2000,221600,27,24,3,0
11,2000,221600,32,31,1,1
12,2000,221600,22,21,1,0
1,2001,221600,20,18,2,0
2,2001,221600,17,16,1,0
3,2001,221600,34,31,3,0
4,2001,221600,22,22,0,1
5,2001,221600,29,26,3,1
6,2001,221600,26,25,1,0
7,2001,221600,28,27,1,5
8,2001,221600,24,22,2,2
9,2001,221600,27,25,2,1
10,2001,221600,21,20,1,0
11,2001,221600,27,27,0,0
12,2001,221600,14,13,1,0
1,2002,221600,18,16,2,1
2,2002,221600,12,11,1,0
3,2002,221600,7,7,0,1
4,2002,221600,23,22,1,2
5,2002,221600,18,18,0,2
6,2002,221600,20,17,3,2
7,2002,221600,12,9,3,0
8,2002,221600,25,19,6,1
9,2002,221600,14,12,2,0
10,2002,221600,6,6,0,0
11,2002,221600,16,13,3,0
12,2002,221600,17,14,3,0
1,2003,221600,18,17,1,0
2,2003,221600,14,11,3,0
3,2003,221600,11,11,0,0
4,2003,221600,16,14,2,0
5,2003,221600,16,16,0,1
6,2003,221600,19,16,3,0
7,2003,221600,9,9,0,1
8,2003,221600,15,13,2,2
9,2003,221600,15,14,1,2
10,2003,221600,15,13,2,4
11,2003,221600,12,11,1,3
12,2003,221600,15,13,2,0
1,2004,221600,9,9,0,1
2,2004,221600,18,17,1,3
3,2004,221600,6,5,1,0
4,2004,221600,16,16,0,2
5,2004,221600,20,20,0,0
6,2004,221600,22,21,1,1
7,2004,221600,24,23,1,1
8,2004,221600,15,15,0,1
9,2004,221600,27,26,1,0
10,2004,221600,27,26,1,1
11,2004,221600,15,14,1,2
12,2004,221600,11,11,0,0
1,2005,221600,10,9,1,1
2,2005,221600,4,4,0,0
3,2005,221600,11,10,1,0
4,2005,221600,12,11,1,0
5,2005,221600,13,13,0,0
6,2005,221600,13,13,0,0
7,2005,221600,17,17,0,0
8,2005,221600,17,16,1,1
9,2005,221600,14,14,0,0
10,2005,221600,15,14,1,0
11,2005,221600,12,11,1,0
12,2005,221600,8,7,1,1
1,2006,221600,13,13,0,0
2,2006,221600,4,4,0,0
3,2006,221600,15,12,3,1
4,2006,221600,18,15,3,0
5,2006,221600,11,10,1,2
6,2006,221600,16,12,4,2
7,2006,221600,18,18,0,1
8,2006,221600,14,13,1,1
9,2006,221600,15,11,4,1
10,2006,221600,10,10,0,0
11,2006,221600,16,14,2,0
12,2006,221600,11,10,1,1
1,2007,221600,20,19,1,0
2,2007,221600,9,9,0,3
3,2007,221600,8,7,1,2
4,2007,221600,13,12,1,2
5,2007,221600,15,15,0,1
6,2007,221600,18,18,0,0
7,2007,221600,13,11,2,0
8,2007,221600,20,20,0,0
9,2007,221600,19,17,2,2
10,2007,221600,19,19,0,0
11,2007,221600,4,4,0,0
12,2007,221600,16,15,1,1
1,2008,221600,6,6,0,2
2,2008,221600,12,12,0,1
3,2008,221600,13,13,0,1
4,2008,221600,9,9,0,0
5,2008,221600,16,16,0,0
6,2008,221600,15,14,1,2
7,2008,221600,14,14,0,1
8,2008,221600,19,19,0,3
9,2008,221600,14,14,0,0
10,2008,221600,11,11,0,2
11,2008,221600,15,14,1,1
12,2008,221600,15,15,0,0
1,2009,221600,11,11,0,2
2,2009,221600,10,8,2,0
3,2009,221600,8,8,0,0
4,2009,221600,15,15,0,1
5,2009,221600,10,10,0,1
6,2009,221600,12,12,0,1
7,2009,221600,12,11,1,0
8,2009,221600,12,12,0,0
9,2009,221600,12,11,1,0
10,2009,221600,16,15,1,0
11,2009,221600,15,15,0,2
12,2009,221600,17,17,0,0
1,2010,221600,9,8,1,0
2,2010,221600,7,7,0,0
3,2010,221600,7,7,0,1
4,2010,221600,16,15,1,1
5,2010,221600,10,9,1,0
6,2010,221600,9,8,1,0
7,2010,221600,6,6,0,0
8,2010,221600,15,15,0,1
9,2010,221600,8,7,1,2
10,2010,221600,11,11,0,0
11,2010,221600,17,15,2,0
12,2010,221600,12,12,0,0
1,2011,221600,11,11,0,0
2,2011,221600,9,9,0,0
1,1999,071000,26,25,1,1
2,1999,071000,10,10,0,0
3,1999,071000,16,16,0,0
4,1999,071000,20,20,0,0
5,1999,071000,44,44,0,0
6,1999,071000,23,23,0,0
7,1999,071000,36,36,0,5
8,1999,071000,27,26,1,1
9,1999,071000,39,37,2,0
10,1999,071000,16,16,0,2
11,1999,071000,19,19,0,0
12,1999,071000,17,17,0,0
1,2000,071000,27,27,0,4
2,2000,071000,20,20,0,0
3,2000,071000,26,26,0,0
4,2000,071000,18,17,1,0
5,2000,071000,34,31,3,0
6,2000,071000,23,23,0,1
7,2000,071000,24,23,1,0
8,2000,071000,29,29,0,0
9,2000,071000,25,22,3,0
10,2000,071000,26,26,0,2
11,2000,071000,23,22,1,0
12,2000,071000,16,16,0,0
1,2001,071000,22,22,0,1
2,2001,071000,18,18,0,2
3,2001,071000,25,25,0,0
4,2001,071000,15,13,2,0
5,2001,071000,21,20,1,1
6,2001,071000,18,17,1,1
7,2001,071000,35,35,0,0
8,2001,071000,14,13,1,1
9,2001,071000,23,23,0,2
10,2001,071000,24,24,0,0
11,2001,071000,16,16,0,1
12,2001,071000,17,17,0,0
1,2002,071000,16,16,0,0
2,2002,071000,17,17,0,0
3,2002,071000,26,25,1,0
4,2002,071000,23,20,3,0
5,2002,071000,36,35,1,1
6,2002,071000,36,35,1,0
7,2002,071000,35,35,0,0
8,2002,071000,32,32,0,0
9,2002,071000,24,23,1,0
10,2002,071000,26,25,1,1
11,2002,071000,27,27,0,0
12,2002,071000,22,22,0,0
1,2003,071000,23,23,0,2
2,2003,071000,35,34,1,0
3,2003,071000,13,12,1,2
4,2003,071000,31,31,0,2
5,2003,071000,31,30,1,0
6,2003,071000,36,36,0,0
7,2003,071000,34,34,0,0
8,2003,071000,33,33,0,0
9,2003,071000,33,32,1,0
10,2003,071000,27,26,1,1
11,2003,071000,34,34,0,0
12,2003,071000,29,29,0,0
1,2004,071000,15,15,0,2
2,2004,071000,14,14,0,0
3,2004,071000,19,19,0,0
4,2004,071000,16,15,1,0
5,2004,071000,25,22,3,0
6,2004,071000,18,17,1,0
7,2004,071000,18,18,0,4
8,2004,071000,16,16,0,1
9,2004,071000,14,14,0,0
10,2004,071000,25,23,2,0
11,2004,071000,19,17,2,0
12,2004,071000,19,17,2,0
1,2005,071000,8,8,0,1
2,2005,071000,7,5,2,0
3,2005,071000,18,18,0,0
4,2005,071000,14,14,0,0
5,2005,071000,22,22,0,0
6,2005,071000,26,25,1,0
7,2005,071000,29,29,0,0
8,2005,071000,21,21,0,0
9,2005,071000,23,22,1,1
10,2005,071000,30,29,1,0
11,2005,071000,20,20,0,1
12,2005,071000,12,11,1,0
1,2006,071000,14,14,0,1
2,2006,071000,10,10,0,0
3,2006,071000,13,13,0,1
4,2006,071000,19,19,0,0
5,2006,071000,17,16,1,0
6,2006,071000,13,13,0,0
7,2006,071000,25,23,2,0
8,2006,071000,13,13,0,0
9,2006,071000,22,19,3,1
10,2006,071000,19,19,0,1
11,2006,071000,14,14,0,0
12,2006,071000,3,3,0,0
1,2007,071000,21,21,0,1
2,2007,071000,15,13,2,0
3,2007,071000,8,7,1,0
4,2007,071000,11,11,0,2
5,2007,071000,22,22,0,0
6,2007,071000,15,14,1,0
7,2007,071000,28,28,0,0
8,2007,071000,11,11,0,1
9,2007,071000,26,25,1,2
10,2007,071000,24,24,0,1
11,2007,071000,22,22,0,1
12,2007,071000,13,12,1,1
1,2008,071000,20,20,0,2
2,2008,071000,19,18,1,0
3,2008,071000,24,22,2,1
4,2008,071000,19,19,0,2
5,2008,071000,23,23,0,0
6,2008,071000,28,28,0,0
7,2008,071000,25,25,0,0
8,2008,071000,21,20,1,0
9,2008,071000,30,30,0,0
10,2008,071000,26,25,1,0
11,2008,071000,25,24,1,0
12,2008,071000,17,17,0,0
1,2009,071000,18,16,2,3
2,2009,071000,16,16,0,1
3,2009,071000,20,19,1,1
4,2009,071000,13,13,0,0
5,2009,071000,24,24,0,2
6,2009,071000,12,12,0,0
7,2009,071000,14,13,1,0
8,2009,071000,17,17,0,0
9,2009,071000,19,19,0,1
10,2009,071000,8,8,0,2
11,2009,071000,12,11,1,7
12,2009,071000,9,9,0,0
1,2010,071000,9,9,0,1
2,2010,071000,19,19,0,1
3,2010,071000,16,15,1,0
4,2010,071000,10,10,0,1
5,2010,071000,17,17,0,2
6,2010,071000,18,17,1,0
7,2010,071000,17,17,0,0
8,2010,071000,24,23,1,1
9,2010,071000,21,19,2,4
10,2010,071000,23,22,1,4
11,2010,071000,9,9,0,1
12,2010,071000,11,11,0,0
1,2011,071000,15,15,0,0
2,2011,071000,9,9,0,1
1,1999,071100,8,8,0,1
2,1999,071100,16,16,0,0
3,1999,071100,26,26,0,0
4,1999,071100,28,28,0,0
5,1999,071100,25,25,0,0
6,1999,071100,30,29,1,0
7,1999,071100,21,20,1,0
8,1999,071100,28,28,0,0
9,1999,071100,18,17,1,2
10,1999,071100,15,14,1,0
11,1999,071100,16,16,0,0
12,1999,071100,19,19,0,0
1,2000,071100,16,16,0,0
2,2000,071100,12,12,0,0
3,2000,071100,14,14,0,0
4,2000,071100,19,19,0,0
5,2000,071100,18,18,0,1
6,2000,071100,15,15,0,2
7,2000,071100,17,17,0,0
8,2000,071100,13,13,0,0
9,2000,071100,19,19,0,0
10,2000,071100,9,8,1,2
11,2000,071100,27,27,0,0
12,2000,071100,10,10,0,1
1,2001,071100,4,4,0,0
2,2001,071100,11,11,0,0
3,2001,071100,14,14,0,0
4,2001,071100,11,11,0,3
5,2001,071100,15,14,1,1
6,2001,071100,13,13,0,0
7,2001,071100,25,25,0,0
8,2001,071100,18,18,0,1
9,2001,071100,12,11,1,0
10,2001,071100,18,18,0,0
11,2001,071100,22,22,0,0
12,2001,071100,20,20,0,0
1,2002,071100,3,3,0,2
2,2002,071100,10,10,0,0
3,2002,071100,14,14,0,0
4,2002,071100,10,9,1,0
5,2002,071100,17,16,1,0
6,2002,071100,18,18,0,0
7,2002,071100,16,16,0,0
8,2002,071100,19,18,1,0
9,2002,071100,18,18,0,0
10,2002,071100,16,14,2,0
11,2002,071100,15,15,0,0
12,2002,071100,14,14,0,1
1,2003,071100,8,8,0,0
2,2003,071100,13,12,1,0
3,2003,071100,11,11,0,0
4,2003,071100,8,7,1,1
5,2003,071100,15,14,1,0
6,2003,071100,14,14,0,0
7,2003,071100,18,18,0,0
8,2003,071100,22,22,0,1
9,2003,071100,20,20,0,0
10,2003,071100,24,23,1,1
11,2003,071100,17,17,0,0
12,2003,071100,19,19,0,1
1,2004,071100,12,11,1,0
2,2004,071100,17,16,1,1
3,2004,071100,12,12,0,0
4,2004,071100,11,11,0,0
5,2004,071100,8,8,0,0
6,2004,071100,14,14,0,0
7,2004,071100,21,21,0,0
8,2004,071100,14,14,0,1
9,2004,071100,21,20,1,0
10,2004,071100,8,8,0,1
11,2004,071100,16,16,0,0
12,2004,071100,11,11,0,0
1,2005,071100,15,15,0,0
2,2005,071100,8,8,0,0
3,2005,071100,12,12,0,0
4,2005,071100,13,13,0,0
5,2005,071100,15,15,0,0
6,2005,071100,16,16,0,0
7,2005,071100,12,12,0,0
8,2005,071100,16,15,1,0
9,2005,071100,11,10,1,0
10,2005,071100,22,22,0,0
11,2005,071100,14,14,0,0
12,2005,071100,10,9,1,1
1,2006,071100,11,11,0,0
2,2006,071100,7,7,0,1
3,2006,071100,10,10,0,0
4,2006,071100,3,3,0,2
5,2006,071100,5,5,0,0
6,2006,071100,4,4,0,0
7,2006,071100,9,8,1,0
8,2006,071100,16,14,2,0
9,2006,071100,15,15,0,1
10,2006,071100,18,18,0,1
11,2006,071100,9,9,0,1
12,2006,071100,11,11,0,0
1,2007,071100,11,11,0,1
2,2007,071100,8,7,1,1
3,2007,071100,11,11,0,3
4,2007,071100,8,7,1,1
5,2007,071100,19,16,3,0
6,2007,071100,11,11,0,0
7,2007,071100,19,19,0,0
8,2007,071100,16,15,1,0
9,2007,071100,13,12,1,0
10,2007,071100,21,21,0,2
11,2007,071100,10,10,0,2
12,2007,071100,8,8,0,1
1,2008,071100,13,13,0,0
2,2008,071100,10,10,0,0
3,2008,071100,14,14,0,1
4,2008,071100,13,13,0,0
5,2008,071100,20,19,1,0
6,2008,071100,14,13,1,1
7,2008,071100,10,10,0,0
8,2008,071100,14,14,0,0
9,2008,071100,17,15,2,1
10,2008,071100,18,18,0,0
11,2008,071100,13,10,3,1
12,2008,071100,15,15,0,0
1,2009,071100,14,14,0,0
2,2009,071100,12,11,1,1
3,2009,071100,9,9,0,0
4,2009,071100,16,16,0,1
5,2009,071100,12,10,2,1
6,2009,071100,7,6,1,0
7,2009,071100,25,24,1,0
8,2009,071100,15,13,2,0
9,2009,071100,19,17,2,0
10,2009,071100,9,8,1,0
11,2009,071100,8,7,1,0
12,2009,071100,6,6,0,0
1,2010,071100,12,10,2,1
2,2010,071100,6,6,0,1
3,2010,071100,7,7,0,1
4,2010,071100,12,11,1,0
5,2010,071100,17,15,2,0
6,2010,071100,8,8,0,0
7,2010,071100,9,8,1,0
8,2010,071100,12,12,0,0
9,2010,071100,11,9,2,0
10,2010,071100,13,13,0,0
11,2010,071100,9,9,0,0
12,2010,071100,5,5,0,0
1,2011,071100,3,3,0,0
2,2011,071100,3,3,0,0
1,1999,071200,16,16,0,0
2,1999,071200,17,17,0,4
3,1999,071200,32,31,1,1
4,1999,071200,15,14,1,1
5,1999,071200,33,33,0,0
6,1999,071200,20,20,0,0
7,1999,071200,24,23,1,0
8,1999,071200,35,34,1,3
9,1999,071200,13,13,0,2
10,1999,071200,22,22,0,0
11,1999,071200,14,14,0,5
12,1999,071200,23,22,1,1
1,2000,071200,19,18,1,0
2,2000,071200,15,15,0,0
3,2000,071200,20,18,2,0
4,2000,071200,10,9,1,0
5,2000,071200,17,16,1,1
6,2000,071200,20,20,0,0
7,2000,071200,20,20,0,0
8,2000,071200,27,27,0,1
9,2000,071200,33,32,1,2
10,2000,071200,23,23,0,3
11,2000,071200,15,14,1,0
12,2000,071200,11,10,1,1
1,2001,071200,14,14,0,2
2,2001,071200,13,13,0,0
3,2001,071200,20,19,1,2
4,2001,071200,13,12,1,0
5,2001,071200,19,17,2,1
6,2001,071200,16,15,1,1
7,2001,071200,17,17,0,0
8,2001,071200,19,17,2,0
9,2001,071200,8,8,0,0
10,2001,071200,17,17,0,1
11,2001,071200,24,22,2,1
12,2001,071200,24,23,1,1
1,2002,071200,4,4,0,1
2,2002,071200,17,15,2,0
3,2002,071200,15,15,0,0
4,2002,071200,15,14,1,1
5,2002,071200,15,15,0,0
6,2002,071200,32,32,0,0
7,2002,071200,21,21,0,0
8,2002,071200,13,12,1,0
9,2002,071200,18,18,0,0
10,2002,071200,23,22,1,1
11,2002,071200,23,21,2,1
12,2002,071200,15,15,0,3
1,2003,071200,20,20,0,1
2,2003,071200,13,13,0,0
3,2003,071200,23,23,0,1
4,2003,071200,21,21,0,0
5,2003,071200,16,16,0,0
6,2003,071200,24,24,0,0
7,2003,071200,31,30,1,1
8,2003,071200,37,35,2,0
9,2003,071200,26,26,0,0
10,2003,071200,31,29,2,1
11,2003,071200,23,21,2,1
12,2003,071200,17,15,2,0
1,2004,071200,26,25,1,2
2,2004,071200,9,9,0,0
3,2004,071200,19,19,0,4
4,2004,071200,12,10,2,1
5,2004,071200,18,17,1,1
6,2004,071200,23,21,2,2
7,2004,071200,13,12,1,1
8,2004,071200,14,14,0,1
9,2004,071200,25,25,0,0
10,2004,071200,22,19,3,0
11,2004,071200,23,22,1,0
12,2004,071200,18,18,0,2
1,2005,071200,12,11,1,0
2,2005,071200,16,15,1,0
3,2005,071200,22,21,1,1
4,2005,071200,16,15,1,4
5,2005,071200,16,14,2,2
6,2005,071200,15,15,0,0
7,2005,071200,17,17,0,0
8,2005,071200,18,18,0,0
9,2005,071200,17,17,0,3
10,2005,071200,25,23,2,3
11,2005,071200,13,13,0,1
12,2005,071200,19,18,1,1
1,2006,071200,9,8,1,4
2,2006,071200,12,9,3,0
3,2006,071200,17,17,0,3
4,2006,071200,16,15,1,0
5,2006,071200,16,13,3,5
6,2006,071200,18,16,2,0
7,2006,071200,15,15,0,2
8,2006,071200,12,12,0,0
9,2006,071200,26,23,3,2
10,2006,071200,27,26,1,1
11,2006,071200,22,20,2,2
12,2006,071200,17,16,1,4
1,2007,071200,12,11,1,4
2,2007,071200,4,4,0,3
3,2007,071200,24,23,1,4
4,2007,071200,8,8,0,1
5,2007,071200,20,20,0,4
6,2007,071200,25,23,2,0
7,2007,071200,13,13,0,1
8,2007,071200,14,13,1,1
9,2007,071200,23,18,5,3
10,2007,071200,20,20,0,2
11,2007,071200,17,17,0,3
12,2007,071200,23,23,0,0
1,2008,071200,15,13,2,0
2,2008,071200,24,23,1,0
3,2008,071200,12,12,0,1
4,2008,071200,21,21,0,1
